Order_ID,Date,Product,Category,Quantity,Price,Sales,Region
ORD0366,2025-06-27,Mixer Grinder,Home & Kitchen,6,4175.69,25054.14,South
ORD0367,2025-11-04,Table Lamp,Home & Kitchen,2,1883.84,3767.68,East
ORD0368,2025-12-07,Jacket,Fashion,5,4449.38,22246.9,North
ORD0369,2025-03-27,Bluetooth Speaker,Electronics,1,3736.68,3736.68,South
ORD0370,2025-04-24,Mixer Grinder,Home & Kitchen,2,4832.01,9664.02,South
ORD0371,2025-03-17,Jacket,Fashion,1,4670.57,4670.57,North
ORD0372,2025-01-01,Laptop,Electronics,6,63620.24,381721.44,North
ORD0373,2025-12-27,Bluetooth Speaker,Electronics,4,3261.5,13046.0,North
ORD0374,2025-03-04,T-Shirt,Fashion,1,1318.4,1318.4,West
ORD0375,2025-03-14,Table Lamp,Home & Kitchen,7,1885.84,13200.88,North
ORD0376,2025-04-08,Smartwatch,Electronics,6,8681.08,52086.48,South
ORD0377,2025-03-23,Biography,Books,7,641.63,4491.41,West
ORD0378,2025-05-09,Mixer Grinder,Home & Kitchen,6,4634.17,27805.02,North
ORD0379,2025-05-23,Face Wash,Beauty,2,440.66,881.32,East
ORD0380,2025-11-12,Face Wash,Beauty,1,426.38,426.38,East
ORD0381,2025-10-18,Programming Book,Books,2,1220.89,2441.78,North
ORD0382,2025-04-20,Jacket,Fashion,2,4467.14,8934.28,East
ORD0383,2025-03-26,Headphones,Electronics,2,2489.59,4979.18,West
ORD0384,2025-08-09,Face Wash,Beauty,4,418.41,1673.64,South
ORD0385,2025-10-20,Novel,Books,4,510.79,2043.16,South
ORD0386,2025-12-09,Novel,Books,2,521.55,1043.1,West
ORD0387,2025-01-21,Mixer Grinder,Home & Kitchen,7,4857.04,33999.28,North
ORD0388,2025-05-04,Face Wash,Beauty,4,488.43,1953.72,West
ORD0389,2025-11-20,Water Bottle,Home & Kitchen,6,563.35,3380.1,West
ORD0390,2025-02-21,Bedsheet,Home & Kitchen,5,1590.91,7954.55,East
ORD0391,2025-05-16,Headphones,Electronics,4,2608.82,10435.28,South
ORD0392,2025-03-18,Smartphone,Electronics,1,30134.89,30134.89,South
ORD0393,2025-12-17,Jeans,Fashion,7,2211.07,15477.49,West
ORD0394,2025-11-08,Jeans,Fashion,5,2092.89,10464.45,West
ORD0395,2025-03-25,Smartwatch,Electronics,7,8505.2,59536.4,South
ORD0396,2025-06-22,Cookware Set,Home & Kitchen,3,2881.65,8644.95,East
ORD0397,2025-04-28,Perfume,Beauty,4,2080.36,8321.44,South
ORD0398,2025-09-28,Shoes,Fashion,2,3402.54,6805.08,East
ORD0399,2025-03-13,Handbag,Fashion,1,2652.65,2652.65,West
ORD0400,2025-03-09,Bluetooth Speaker,Electronics,3,3745.82,11237.46,South
ORD0401,2025-07-21,Jeans,Fashion,3,2254.5,6763.5,West
ORD0402,2025-08-30,Laptop,Electronics,1,68079.36,68079.36,North
ORD0403,2025-06-10,Smartphone,Electronics,1,28070.68,28070.68,North
ORD0404,2025-05-23,Bluetooth Speaker,Electronics,7,3532.69,24728.83,North
ORD0405,2025-03-19,Handbag,Fashion,1,2798.19,2798.19,East
ORD0406,2025-11-16,Smartphone,Electronics,5,31055.05,155275.25,North
ORD0407,2025-05-05,Handbag,Fashion,1,2528.86,2528.86,East
ORD0408,2025-07-07,Lipstick,Beauty,4,626.92,2507.68,West
ORD0409,2025-10-15,Handbag,Fashion,6,2668.34,16010.04,South
ORD0410,2025-12-19,Bluetooth Speaker,Electronics,1,3376.36,3376.36,East
ORD0411,2025-07-15,T-Shirt,Fashion,4,1096.23,4384.92,South
ORD0412,2025-01-27,Bluetooth Speaker,Electronics,6,3564.97,21389.82,East
ORD0413,2025-10-27,Headphones,Electronics,3,2345.16,7035.48,South
ORD0414,2025-08-03,Smartphone,Electronics,6,30346.7,182080.2,South
ORD0415,2025-10-13,Smartphone,Electronics,6,30373.78,182242.68,South
ORD0416,2025-11-29,Smartwatch,Electronics,7,7521.49,52650.43,East
ORD0417,2025-04-16,Novel,Books,1,532.18,532.18,North
ORD0418,2025-05-25,Cookware Set,Home & Kitchen,4,3183.93,12735.72,South
ORD0419,2025-10-06,Table Lamp,Home & Kitchen,6,1977.29,11863.74,South
ORD0420,2025-09-05,Jacket,Fashion,1,4654.4,4654.4,South
ORD0421,2025-08-19,Children Book,Books,5,426.09,2130.45,West
ORD0422,2025-08-14,T-Shirt,Fashion,4,1152.75,4611.0,North
ORD0423,2025-08-25,Exam Guide,Books,5,775.41,3877.05,South
ORD0424,2025-11-27,Hair Serum,Beauty,6,890.5,5343.0,West
ORD0425,2025-11-07,Smartwatch,Electronics,6,7995.14,47970.84,North
ORD0426,2025-11-12,Perfume,Beauty,2,2200.51,4401.02,West
ORD0427,2025-02-11,Programming Book,Books,5,1171.35,5856.75,South
ORD0428,2025-06-07,Lipstick,Beauty,3,634.8,1904.4,East
ORD0429,2025-01-14,Children Book,Books,5,361.83,1809.15,North
ORD0430,2025-07-25,Smartphone,Electronics,2,31934.88,63869.76,West
ORD0431,2025-09-10,Hair Serum,Beauty,4,919.15,3676.6,West
ORD0432,2025-04-20,Laptop,Electronics,6,60772.9,364637.4,West
ORD0433,2025-01-25,Headphones,Electronics,2,2284.09,4568.18,East
ORD0434,2025-01-25,Smartphone,Electronics,5,30297.18,151485.9,North
ORD0435,2025-01-31,Table Lamp,Home & Kitchen,2,1719.99,3439.98,South
ORD0436,2025-06-09,T-Shirt,Fashion,6,1224.61,7347.66,North
ORD0437,2025-10-14,Moisturizer,Beauty,3,656.85,1970.55,North
ORD0438,2025-05-10,Hair Serum,Beauty,2,820.4,1640.8,South
ORD0439,2025-03-24,Lipstick,Beauty,5,554.57,2772.85,North
ORD0440,2025-09-20,Bedsheet,Home & Kitchen,4,1535.42,6141.68,East
ORD0441,2025-04-13,Smartwatch,Electronics,5,8184.35,40921.75,North
ORD0442,2025-08-09,Children Book,Books,4,427.84,1711.36,East
ORD0443,2025-03-04,Exam Guide,Books,7,791.97,5543.79,West
ORD0444,2025-01-07,Headphones,Electronics,6,2663.77,15982.62,South
ORD0445,2025-03-27,Bluetooth Speaker,Electronics,7,3441.31,24089.17,West
ORD0446,2025-09-03,Face Wash,Beauty,5,473.43,2367.15,West
ORD0447,2025-03-06,Lipstick,Beauty,2,568.94,1137.88,South
ORD0448,2025-06-30,Face Wash,Beauty,5,408.84,2044.2,West
ORD0449,2025-07-07,Programming Book,Books,5,1282.65,6413.25,East
ORD0450,2025-04-27,Moisturizer,Beauty,4,751.05,3004.2,South
ORD0451,2025-09-09,Novel,Books,3,487.59,1462.77,East
ORD0452,2025-02-11,Children Book,Books,5,370.65,1853.25,West
ORD0453,2025-04-30,Programming Book,Books,1,1274.13,1274.13,South
ORD0454,2025-01-29,Novel,Books,2,453.84,907.68,South
ORD0455,2025-10-04,Jacket,Fashion,7,4643.42,32503.94,West
ORD0456,2025-07-19,Perfume,Beauty,1,2009.33,2009.33,North
ORD0457,2025-06-22,Lipstick,Beauty,4,601.47,2405.88,North
ORD0458,2025-01-08,Bluetooth Speaker,Electronics,1,3672.35,3672.35,North
ORD0459,2025-04-19,Laptop,Electronics,3,58657.41,175972.23,West
ORD0460,2025-05-28,Bluetooth Speaker,Electronics,2,3473.36,6946.72,East
ORD0461,2025-05-19,Smartwatch,Electronics,3,8258.19,24774.57,West
ORD0462,2025-09-18,Biography,Books,6,684.37,4106.22,East
ORD0463,2025-02-07,Handbag,Fashion,4,3023.38,12093.52,North
ORD0464,2025-09-13,Jacket,Fashion,1,4393.75,4393.75,North
ORD0465,2025-02-18,Exam Guide,Books,4,843.94,3375.76,South
ORD0466,2025-08-05,Shoes,Fashion,6,3777.07,22662.42,South
ORD0467,2025-05-29,Handbag,Fashion,3,3068.78,9206.34,North
ORD0468,2025-09-26,Perfume,Beauty,7,2209.14,15463.98,East
ORD0469,2025-01-11,Smartphone,Electronics,1,32568.5,32568.5,North
ORD0470,2025-06-02,Moisturizer,Beauty,6,691.52,4149.12,South
ORD0471,2025-04-24,Hair Serum,Beauty,6,977.1,5862.6,West
ORD0472,2025-10-15,Cookware Set,Home & Kitchen,1,3293.32,3293.32,South
ORD0473,2025-05-02,Headphones,Electronics,7,2689.63,18827.41,West
ORD0474,2025-08-21,Cookware Set,Home & Kitchen,5,3363.23,16816.15,East
ORD0475,2025-05-06,Face Wash,Beauty,6,474.88,2849.28,West
ORD0476,2025-08-12,Cookware Set,Home & Kitchen,6,3362.04,20172.24,North
ORD0477,2025-01-22,Hair Serum,Beauty,5,839.67,4198.35,South
ORD0478,2025-10-10,Face Wash,Beauty,7,450.53,3153.71,West
ORD0479,2025-02-13,Lipstick,Beauty,3,630.98,1892.94,East
ORD0480,2025-07-03,Laptop,Electronics,6,65845.29,395071.74,East
ORD0481,2025-04-18,Jeans,Fashion,5,2050.43,10252.15,East
ORD0482,2025-07-05,Handbag,Fashion,1,2935.36,2935.36,North
ORD0483,2025-04-14,Headphones,Electronics,2,2578.78,5157.56,North
ORD0484,2025-01-10,Hair Serum,Beauty,6,920.88,5525.28,West
ORD0485,2025-04-22,Smartphone,Electronics,4,30144.96,120579.84,West
ORD0486,2025-03-31,Handbag,Fashion,4,2937.61,11750.44,West
ORD0487,2025-05-01,Bedsheet,Home & Kitchen,1,1553.51,1553.51,West
ORD0488,2025-08-31,Novel,Books,6,537.67,3226.02,West
ORD0489,2025-07-05,Bluetooth Speaker,Electronics,5,3600.36,18001.8,South
ORD0490,2025-01-24,Handbag,Fashion,2,2739.25,5478.5,North
ORD0491,2025-11-06,Face Wash,Beauty,5,407.62,2038.1,East
ORD0492,2025-09-17,Bedsheet,Home & Kitchen,5,1377.9,6889.5,North
ORD0493,2025-03-12,Moisturizer,Beauty,6,731.28,4387.68,South
ORD0494,2025-12-02,Bluetooth Speaker,Electronics,4,3542.46,14169.84,North
ORD0495,2025-06-11,Lipstick,Beauty,3,572.38,1717.14,East
ORD0496,2025-11-01,Biography,Books,3,592.61,1777.83,East
ORD0497,2025-03-17,Table Lamp,Home & Kitchen,6,1695.54,10173.24,West
ORD0498,2025-07-11,Smartwatch,Electronics,5,7435.92,37179.6,South
ORD0499,2025-04-23,Moisturizer,Beauty,2,682.0,1364.0,South
ORD0500,2025-09-08,Programming Book,Books,7,1319.6,9237.2,West
